browser,c_color,code_ver,connection_type,country,first_hit_ref_type,geo_city,geo_country,geo_dma,geo_region,geo_zip,hit_source,javascript,language,last_purchase_num,mobile_id,os,page_event,post_cookies,post_pagename,post_Category_ev1_,post_Page_Type_ev3_,post_Finding_method__ev61_,post_LockIn_User_State_ev99_,post_page_event,post_visid_type,ref_type,resolution,search_page_num,va_closer_id,va_finder_id,visit_ref_type_
Mozilla_Firefox_67,24,JS-1.5.1,LAN/Wifi,Commercial_(mostly_U.S.),Typed/Bookmarked,gurgaon,ind,356001,hr,122001**,1,1.6,b'English_(United_States)',0,0,Windows_7,0,Y,Search_:Mobiles_&_Accessories,MobileProtection,Search_Page,Direct,NON_LOGGED_IN,0,5,6,185,0,9,6,3
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,IP_Address_Only,Other_Web_Sites,calcutta,ind,356003,wb,700022****,1,1.6,b'English_(United_States)',0,0,Windows_10,0,Y,CLP,CarAndBikeBreakdownEquipment****,FLIPKART:CLP,post_Finding_method_(ev61)_NA,NON_LOGGED_IN,0,5,6,185,0,16,16,3
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,IP_Address_Only,Other_Web_Sites,mumbai,ind,356002,mh,416218****,1,1.6,b'English_(United_States)',0,0,Windows_7,0,Y,HomePage,HomePage,FLIPKART:HomePage,Direct,ACTIVE,0,5,2,70,0,9,9,6
Google_Chrome_73,24,JS-1.5.1,LAN/Wifi,IP_Address_Only,Other_Web_Sites,calcutta,ind,356003,wb,700022****,1,1.6,b'English_(United_States)',0,0,Windows_10,0,Y,HealthCareAppliance****,Grooming,FLIPKART:Product_Page,Direct,NON_LOGGED_IN,0,5,6,70,0,2,9,6
Google_Chrome_75,24,JS-1.5.1,Mobile_Carrier,Commercial_(mostly_U.S.),Typed/Bookmarked,pune,ind,356005,mh,411033,1,1.6,b'English_(United_States)',0,0,Windows_7,0,Y,Checkout,Checkout:Summary,Checkout,Search,ACTIVE,0,5,6,185,0,2,2,6
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,India,Other_Web_Sites,pune,ind,356005,mh,411033,1,1.6,language_NA,0,0,Windows_7,0,Y,Checkout,Checkout:Address**,Checkout,CLP,ACTIVE,0,5,6,185,0,16,16,3
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,IP_Address_Only,Other_Web_Sites,geo_city_NA,hkg,0,no_region**,geo_zip_NA,1,1.6,b'English_(United_States)',0,0,Windows_10,0,Y,Store_:Mobiles_&_Accessories,Sport**,Store_Browse,Direct,ACTIVATE_ELIGIBLE,0,5,3,186,1,16,16,3
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,IP_Address_Only,Other_Web_Sites,hyderabad,ind,356006,tg,500025,1,1.6,b'English_(United_States)',0,0,Windows_10,0,Y,HomePage,HomePage,FLIPKART:HomePage,post_Finding_method_(ev61)_NA,ACTIVE,0,5,3,185,1,16,16,3
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,IP_Address_Only,Other_Web_Sites,calcutta,ind,356003,wb,700022****,1,1.6,b'English_(United_States)',0,0,Windows_10,0,Y,HealthCareAppliance****,Grooming,FLIPKART:Product_Page,Direct,NON_LOGGED_IN,0,5,6,185,0,2,16,6
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,India,Other_Web_Sites,delhi,ind,356001,dl,110001**,1,1.6,b'English_(United_States)',1,0,Windows_7,0,Y,MenFW,MenFW,FLIPKART:Product_Page,Direct,INACTIVE,0,5,6,123,0,6,6,6
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,mumbai,ind,356002,mh,400002,1,1.6,b'English_(United_States)',0,0,Windows_7,0,Y,CLP,CarAndBikeBreakdownEquipment****,FLIPKART:CLP,Recently_Viewed,NON_LOGGED_IN,0,5,6,70,0,12,12,6
Mozilla_Firefox_(unknown_version)**,24,JS-1.5.1,LAN/Wifi,IP_Address_Only,Other_Web_Sites,mangalagiri****,ind,356010,up,28001****,1,1.6,b'English_(United_States)',0,0,Windows_7,0,Y,Mobile**,Mobile,FLIPKART:Product_Page,Search,NON_LOGGED_IN,0,5,6,388,0,16,16,3
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,United_Arab_Emirates,Other_Web_Sites,ealing****,are,0,geo_region_NA,geo_zip_NA,1,1.6,b'English_(United_States)',1,0,Windows_7,0,Y,Cart****,View_Cart,Cart,AS_QueryStore_HistoryAutoSuggest_0_0**,INACTIVE,0,5,6,184,0,16,12,3
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,IP_Address_Only,Typed/Bookmarked,patna,ind,356011,br,800001,1,1.6,b'English_(United_States)',0,0,Windows_7,0,Y,MensClothingBottomWear,MensClothingBottomWear,FLIPKART:Product_Page,Direct,NON_LOGGED_IN,0,5,6,185,0,16,2,6
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,Commercial_(mostly_U.S.),Typed/Bookmarked,mumbai,ind,356002,mh,416218****,1,1.6,b'English_(United_States)',0,0,Windows_10,0,Y,Mobile**,Mobile,FLIPKART:Product_Page,Menu,INACTIVE,0,5,6,186,0,2,2,6
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,India,Other_Web_Sites,chennai,ind,356007,tn,600010****,1,1.6,b'English_(United_States)',12,0,Windows_7,0,Y,My_Addresses**,My_Addresses**,My_Addresses,Search,INACTIVE,0,5,6,10,0,2,16,6
Google_Chrome_75,24,JS-1.5.1,Mobile_Carrier,India,Other_Web_Sites,chandanagar****,ind,0,geo_region_NA,160043****,1,1.6,b'English_(United_States)',6,0,Windows_7,0,Y,ArtificialJewellery****,ArtificialJewellery,FLIPKART:Product_Page,AS_QueryStore_HistoryAutoSuggest_0_0**,INACTIVE,0,5,6,70,0,2,16,6
Google_Chrome_70,24,JS-1.5.1,LAN/Wifi,IP_Address_Only,Typed/Bookmarked,paris,fra,250075,idf,75001,1,1.6,b'English_(United_Kingdom)',0,0,Linux,0,Y,Gourmet****,Gourmet****,FLIPKART:Product_Page,Search,NON_LOGGED_IN,0,5,6,215,0,2,2,6
Mozilla_Firefox_67,24,JS-1.5.1,Mobile_Carrier,Commercial_(mostly_U.S.),Other_Web_Sites,hyderabad,ind,356006,tg,500025,1,1.6,b'English_(United_States)',0,0,Windows_7,0,Y,Search_:Mobiles_&_Accessories,Mobile,Search_Page,AS_QueryStore_HistoryAutoSuggest_0_0**,NON_LOGGED_IN,0,5,6,48,0,12,12,3
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,bangalore,ind,356004,ka,570004****,1,1.6,b'English_(United_States)',0,0,Windows_10,0,Y,HomePage,HomePage,FLIPKART:Product_Page,Direct,NON_LOGGED_IN,0,5,6,185,0,2,2,6
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,bangalore,ind,356004,ka,570004****,1,1.6,b'English_(United_States)',0,0,Linux,0,Y,Mobile**,Mobile,FLIPKART:Product_Page,Direct,NON_LOGGED_IN,0,5,6,215,0,2,2,6
Google_Chrome_73,24,JS-1.5.1,Mobile_Carrier,India,Typed/Bookmarked,venkata_nagar**,ind,0,geo_region_NA,632007****,1,1.6,b'English_(United_States)',1,0,Windows_10,0,Y,Checkout,Checkout:Address**,Checkout,Wishlist**,ACTIVE,0,5,6,186,0,18,9,6
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,Commercial_(mostly_U.S.),Other_Web_Sites,howrah****,ind,356003,wb,752115****,1,1.6,b'English_(United_States)',0,0,Windows_7,0,Y,HomePage,HomePage,Homepage,post_Finding_method_(ev61)_NA,NON_LOGGED_IN,0,5,3,185,1,9,9,3
Google_Chrome_75,24,JS-1.5.1,Mobile_Carrier,India,Other_Web_Sites,chandanagar****,ind,356003,wb,742160****,1,1.6,b'English_(United_States)',0,0,Windows_7,0,Y,Mobile**,Mobile,FLIPKART:Product_Page,Direct,NON_LOGGED_IN,0,5,3,185,1,16,12,3
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,India,Other_Web_Sites,gurgaon,ind,356001,hr,122001**,1,1.6,b'English_(United_States)',0,0,Windows_7,0,Y,ComputerAccessory****,Mobile,Compare,Search,INACTIVE,0,5,6,185,0,2,5,6
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,indore,ind,0,mp,46200****,1,1.6,b'English_(United_States)',1,0,Windows_7,0,Y,MensClothingTopWear,MensClothingTopWear,FLIPKART:Product_Page,Menu,INACTIVE,0,5,6,71,0,2,2,6
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,Commercial_(mostly_U.S.),Typed/Bookmarked,chakpanchuria,ind,356003,wb,700059,1,1.6,b'English_(United_States)',0,0,Windows_10,0,Y,ViewAllPage**,ViewAllPage**,FLIPKART:OffersList,Direct,NON_LOGGED_IN,0,5,6,70,0,16,12,3
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,IP_Address_Only,Other_Web_Sites,ahmedabad****,ind,356010,up,302001****,1,1.6,b'English_(United_States)',0,0,Windows_8.1,0,Y,Wearable**,Wearable**,FLIPKART:Product_Page,CLP,NON_LOGGED_IN,0,5,6,186,0,2,16,6
Mozilla_Firefox_(unknown_version)**,24,JS-1.5.1,LAN/Wifi,Commercial_(mostly_U.S.),Typed/Bookmarked,slough,gbr,826044,slg,sl1_0sa,1,1.8.5,b'English_(United_States)',0,0,Windows_8.1,0,Y,View_All_Sellers_,Watch,View_All_Sellers,post_Finding_method_(ev61)_NA,NON_LOGGED_IN,0,5,6,186,0,2,2,6
Safari**,24,JS-1.5.1,LAN/Wifi,Germany,Typed/Bookmarked,howrah****,deu,276005,geo_region_NA,ec2v_5aa****,1,1.6,b'English_(United_States)',0,0,OS_X_10.12,0,Y,Mobile**,Mobile,FLIPKART:Product_Page,Direct,NON_LOGGED_IN,0,5,6,4,0,2,2,6
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,deorali****,ind,356003,wb,742160****,1,1.6,b'English_(United_States)',1,0,Windows_10,0,Y,Mobile**,Mobile,FLIPKART:Product_Page,Direct,INACTIVE,0,5,1,186,0,9,2,1
Google_Chrome_73,24,JS-1.5.1,LAN/Wifi,IP_Address_Only,Typed/Bookmarked,chandanagar****,ind,356003,wb,742160****,1,1.6,b'English_(United_States)',11,0,Windows_10,0,Y,Television:JVC_109cm_**,Television,FLIPKART:Product_Page,AS_QueryStore_HistoryAutoSuggest_0_0**,ACTIVATE_ELIGIBLE,0,5,6,185,0,2,9,6
Mozilla_Firefox_67,24,JS-1.5.1,Mobile_Carrier,India,Typed/Bookmarked,bangalore,ind,356004,ka,570004****,1,1.6,b'English_(United_States)',0,0,Windows_10,0,Y,HomePage,HomePage,FLIPKART:HomePage,Direct,INACTIVE,0,5,6,185,0,2,2,6
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,noida****,ind,356001,up,203001****,1,1.6,b'English_(United_States)',0,0,Windows_10,0,Y,Mobile**,Mobile,FLIPKART:Product_Page,Recommendation,ACTIVE,0,5,6,185,0,5,2,2
Mozilla_Firefox_(unknown_version)**,24,JS-1.5.1,LAN/Wifi,Commercial_(mostly_U.S.),Typed/Bookmarked,los_angeles****,gbr,826044,lnd**,ec2v_5aa****,1,1.8.5,b'English_(United_States)',0,0,OS_X_10.12,0,Y,View_All_Sellers_,Book,View_All_Sellers,post_Finding_method_(ev61)_NA,NON_LOGGED_IN,0,5,6,186,0,2,2,6
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,Commercial_(mostly_U.S.),Other_Web_Sites,bangalore,ind,356004,ka,570004****,1,1.6,b'English_(United_States)',1,0,Windows_8.1,0,Y,Laptops:AGB_Tiara_Core_i7_7th_Gen_-_****,Laptops,FLIPKART:Product_Page,Direct,INACTIVE,0,5,6,185,0,2,16,6
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,India,Other_Web_Sites,delhi,ind,356001,dl,110019,1,1.6,b'English_(United_States)',0,0,Windows_7,0,Y,Search_:Audio_&_Video**,PersonalAudio,Search_Page,Browse,NON_LOGGED_IN,0,5,6,185,0,16,16,6
Microsoft_Edge_12**,24,JS-1.5.1,Mobile_Carrier,India,Typed/Bookmarked,deorali****,ind,356007,tn,632007****,1,1.6,language_NA,0,0,Windows_10,0,Y,Television:JVC_109cm_**,Television,FLIPKART:Product_Page,Menu,INACTIVE,0,5,1,70,0,2,2,6
Google_Chrome_75,24,JS-1.5.1,Mobile_Carrier,IP_Address_Only,Other_Web_Sites,deorali****,tza,0,geo_region_NA,143002****,1,1.6,b'English_(United_States)',0,0,Windows_7,0,Y,Toy**,Toy,FLIPKART:Product_Page,Search,INACTIVE,0,5,6,185,0,2,16,6
Mozilla_Firefox_67,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,mumbai,ind,356002,mh,400002,1,1.6,b'English_(United_States)',1,0,Windows_7,0,Y,Television:JVC_109cm_**,Television,FLIPKART:Product_Page,CLP,NON_LOGGED_IN,0,3,6,48,0,2,2,6
Google_Chrome_70,24,JS-1.5.1,LAN/Wifi,IP_Address_Only,Typed/Bookmarked,paris,fra,250075,idf,75001,1,1.6,b'English_(United_Kingdom)',0,0,Linux,0,Y,Gourmet****,GameCDDVD****,GROCERY:Product_Page,Direct,NON_LOGGED_IN,0,5,6,215,0,2,2,6
Google_Chrome_73,24,JS-1.5.1,LAN/Wifi,India,Other_Web_Sites,bawshar****,ind,356003,wb,742160****,1,1.6,b'English_(United_States)',0,0,Windows_10,0,Y,Mobile**,Mobile,FLIPKART:Product_Page,Direct,INACTIVE,0,5,1,0,0,9,9,1
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,IP_Address_Only,Other_Web_Sites,chennai,ind,356007,tn,600010****,1,1.6,b'English_(United_States)',1,0,Windows_7,0,Y,PersonalAudio**,PersonalAudio,FLIPKART:Product_Page,Direct,ACTIVE,0,5,1,186,0,2,16,6
Google_Chrome_70,24,JS-1.5.1,LAN/Wifi,IP_Address_Only,Typed/Bookmarked,amsterdam,nld,0,nh,1011_aa,1,1.6,b'English_(United_Kingdom)',0,0,Linux,0,Y,ArtificialJewellery****,ArtificialJewellery,FLIPKART:Product_Page,Search,NON_LOGGED_IN,0,5,6,215,0,2,2,6
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,India,Other_Web_Sites,mumbai,ind,356002,mh,416218****,1,1.6,b'English_(United_Kingdom)',0,0,Linux,0,Y,Search_:Mobiles_&_Accessories,Mobile,Search_Page,Direct,NON_LOGGED_IN,0,5,6,70,0,5,5,2
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,India,Other_Web_Sites,bangalore,ind,356004,ka,570004****,1,1.6,b'English_(United_States)',0,0,Windows_10,0,Y,Mobile**,Mobile,FLIPKART:Product_Page,HP_Banner,ACTIVE,0,5,6,185,0,2,16,6
Google_Chrome_74,24,JS-1.5.1,LAN/Wifi,Commercial_(mostly_U.S.),Other_Web_Sites,hyderabad,ind,356006,tg,500025,1,1.6,b'English_(United_States)',0,0,Windows_10,0,Y,Premium**,Premium**,FLIPKART:Product_Page,Direct,NON_LOGGED_IN,0,5,3,185,1,16,16,3
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,IP_Address_Only,Typed/Bookmarked,delhi,ind,356001,dl,110001**,1,1.6,language_NA,1,0,Windows_10,0,Y,Store_:Mobiles_&_Accessories,Mobile,Store_Browse,Announcement**,INACTIVE,0,5,6,185,0,2,9,6
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,India,Other_Web_Sites,bangalore,ind,356004,ka,570004****,1,1.6,b'English_(United_States)',0,0,Windows_7,0,Y,HomePage,HomePage,FLIPKART:HomePage,Search,NON_LOGGED_IN,0,5,3,186,1,12,12,3
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,noida****,ind,356001,up,203001****,1,1.6,b'English_(United_States)',0,0,Windows_10,0,Y,Track_Order**,Track_Order**,Track_Order,Search,ACTIVE,0,5,2,185,0,5,2,2
Safari**,24,JS-1.5.1,LAN/Wifi,India,Other_Web_Sites,geo_city_NA,ind,356001,rj,360004****,1,1.6,b'English_(United_States)',0,0,OS_X_10.14,0,Y,HomePage,HomePage,FLIPKART:HomePage,Direct,NON_LOGGED_IN,0,5,6,388,0,2,16,6
Google_Chrome_75,24,JS-1.5.1,Mobile_Carrier,India,Typed/Bookmarked,mumbai,ind,356002,mh,400002,1,1.6,b'English_(United_States)',0,0,Windows_7,0,Y,Search_:Audio_&_Video**,Premium**,Search_Page,Direct,NON_LOGGED_IN,0,5,6,185,0,12,6,3
Mozilla_Firefox_(unknown_version)**,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,gurgaon,ind,356001,hr,122001**,1,1.6,b'English_(United_Kingdom)',0,0,Windows_7,0,Y,ExerciseAndFitness****,ExerciseAndFitness****,FLIPKART:Product_Page,Recommendation,NON_LOGGED_IN,0,5,6,185,0,2,2,6
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,Nepal,Typed/Bookmarked,kharagpur****,npl,0,geo_region_NA,46200****,1,1.6,b'English_(United_States)',0,0,Windows_7,0,Y,Read_Review**,MenFW,Read_Review,Recommendation,INACTIVE,0,5,6,185,0,2,2,6
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,bangalore,ind,356004,ka,560076,1,1.6,b'English_(United_States)',0,0,Linux,0,Y,HomeDecor,HomeDecor,FLIPKART:Product_Page,CLP,NON_LOGGED_IN,0,5,6,215,0,2,2,6
Google_Chrome_73,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,bangalore,ind,356004,ka,570004****,1,1.6,b'English_(United_Kingdom)',1,0,Windows_7,0,Y,Search_:Audio_&_Video**,MenFashionAccessory,Search_Page,Search,NON_LOGGED_IN,0,5,6,388,0,12,9,3
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,India,Other_Web_Sites,gurgaon,ind,356001,hr,122001**,1,1.6,b'English_(United_States)',2,0,Windows_7,0,Y,Search_:Audio_&_Video**,MenFashionAccessory,Search_Page,Browse,INACTIVE,0,5,6,185,0,16,12,3
Google_Chrome_75,24,JS-1.5.1,Mobile_Carrier,Commercial_(mostly_U.S.),Inside_Your_Site,lucknow,ind,356010,up,226016**,1,1.6,b'English_(United_States)',0,0,Windows_10,0,Y,HomePage,HomePage,FLIPKART:HomePage,Direct,INACTIVE,0,5,3,185,1,12,3,3
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,India,Other_Web_Sites,singapore****,ind,0,geo_region_NA,800020****,1,1.6,b'English_(United_States)',1,0,Windows_7,0,Y,HomePage,HomePage,FLIPKART:Product_Page,Recommendation,INACTIVE,0,5,6,6,0,16,16,3
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,gandhidham****,ind,356008,gj,394633****,1,1.6,b'English_(United_States)',0,0,Windows_7,0,Y,Store_:Mobiles_&_Accessories,Mobile,Store_Browse,Search,NON_LOGGED_IN,0,5,6,185,0,2,2,6
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,gandhidham****,ind,356003,wb,742160****,1,1.6,b'English_(United_States)',1,0,Windows_10,0,Y,HomePage,HomePage,FLIPKART:HomePage,Direct,ACTIVE,0,5,1,70,0,9,9,6
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,India,Other_Web_Sites,hyderabad,ind,356006,tg,500025,1,1.6,b'English_(United_States)',0,0,Windows_8.1,0,Y,CLP,CarAndBikeBreakdownEquipment****,FLIPKART:CLP,post_Finding_method_(ev61)_NA,NON_LOGGED_IN,0,5,6,185,0,12,12,3
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,Commercial_(mostly_U.S.),Typed/Bookmarked,hyderabad,ind,356006,tg,500025,1,1.6,b'English_(United_States)',0,0,Windows_10,0,Y,HomePage,HomePage,FLIPKART:HomePage,Direct,NON_LOGGED_IN,0,5,1,218,0,16,6,1
Google_Chrome_75,24,JS-1.5.1,Mobile_Carrier,Commercial_(mostly_U.S.),Typed/Bookmarked,pune,ind,356005,mh,411033,1,1.6,b'English_(United_States)',1,0,Windows_10,0,Y,Book,Book,FLIPKART:Product_Page,Search,INACTIVE,0,5,6,185,0,9,9,6
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,IP_Address_Only,Other_Web_Sites,mumbai,ind,356002,mh,400002,1,1.6,b'English_(United_States)',3,0,Windows_10,0,Y,Search_,Mobile,Search_Page,Search,INACTIVE,0,5,1,185,0,2,16,6
Google_Chrome_75,24,JS-1.5.1,Mobile_Carrier,India,Other_Web_Sites,geo_city_NA,ind,356003,wb,752115****,1,1.6,b'English_(United_States)',0,0,Windows_8,0,Y,HomePage,HomePage,FLIPKART:HomePage,AS_QueryStore_HistoryAutoSuggest_0_0**,NON_LOGGED_IN,0,5,6,185,0,16,9,3
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,India,Typed/Bookmarked,calcutta,ind,356003,wb,700022****,1,1.6,b'English_(United_States)',1,0,Windows_8.1,0,Y,PersonalAudio**,PersonalAudio,FLIPKART:Product_Page,Recommendation,INACTIVE,0,5,6,185,0,12,2,6
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,Commercial_(mostly_U.S.),Typed/Bookmarked,mangalagiri****,ind,356006,tg,500025,1,1.6,b'English_(United_States)',0,0,Windows_10,0,Y,HomeFurnishing****,HelmetAndRidingGear**,Help_Centre,Direct,INACTIVE,0,5,6,185,0,2,2,6
Google_Chrome_75,24,JS-1.5.1,LAN/Wifi,IP_Address_Only,Other_Web_Sites,geo_city_NA,usa,geo_dma_NA,or,geo_zip_NA,1,1.6,b'English_(United_States)',0,0,Windows_10,0,Y,Laptops:AGB_Tiara_Core_i7_7th_Gen_-_****,Laptops,FLIPKART:Product_Page,CLP,NON_LOGGED_IN,0,5,6,185,0,9,16,6
